,Artist,Song,Year
4805,Pras Michel,Ghetto Supastar (That is What You Are),1998
4806,Mariah Carey & Whitney Houston,When You Believe,1998
4807,Emilia,Big Big World,1998
4808,Next,Too Close,1998
4809,Will Smith,Gettin' Jiggy Wit It,1998
4810,K-Ci & JoJo,All My Life,1998
4811,Madonna,Ray of Light,1998
4812,Run DMC & Jason Nevins,It's Like That,1998
4813,Spice Girls,Goodbye,1998
4814,U2,The Sweetest Thing,1998
4815,Alanis Morissette,Thank U,1998
4816,Spice Girls,Viva Forever,1998
4817,Boyzone,No Matter What,1998
4818,Ricky Martin,La Copa De La Vida,1998
4819,Eagle-Eye Cherry,Save Tonight,1998
4820,Des'ree,Life,1998
4821,Celine Dion & R Kelly,I'm Your Angel,1998
4822,Robbie Williams,Angels,1998
4823,B*Witched,C'est La Vie,1998
4824,The Lighthouse Family,High,1998
4825,P Diddy & Jimmy Page,Come With Me,1998
4826,Mariah Carey,My All,1998
4827,Spice Girls,Too Much,1998
4828,Robbie Williams,Millennium,1998
4829,Fastball,The Way,1998
4830,The Beastie Boys,Intergalactic,1998
4831,Faith Hill,This Kiss,1998
4832,Barenaked Ladies,One Week,1998
4833,Aqua,Doctor Jones,1998
4834,Busta Rhymes,"Turn It Up, Fire It Up",1998
4835,Stardust,Music Sounds Better With You,1998
4836,Sweetbox,Everything's Gonna Be Alright,1998
4837,Jewel,Hands,1998
4838,The Backstreet Boys,All I Have to Give,1998
4839,Jay-Z,Hard Knock Life,1998
4840,Britney Spears,Baby One More Time,1999
4841,Ricky Martin,Livin' La Vida Loca,1999
4842,Lou Bega,Mambo No 5 (A Little Bit of ...),1999
4843,Rob Thomas & Santana,Smooth,1999
4844,TLC,No Scrubs,1999
4845,Eiffel 65,Blue (Da Ba Dee),1999
4846,The Backstreet Boys,I Want it That Way,1999
4847,Christina Aguilera,Genie in a Bottle,1999
4848,Jennifer Lopez,If You Had My Love,1999
4849,Offspring,Pretty Fly (For a White Guy),1999
4850,Sixpence None The Richer,Kiss Me,1999
4851,Will Smith,Wild Wild West,1999
4852,Madonna,Beautiful Stranger,1999
4853,Shania Twain,That Don't Impress Me Much,1999
4854,Mariah Carey,Heartbreaker,1999
4855,Savage Garden,I Knew I Loved You,1999
4856,Sugar Ray,Every Morning,1999
4857,Bloodhound Gang,The Bad Touch,1999
4858,The New Radicals,You Get What You Give,1999
4859,TLC,Unpretty,1999
4860,Britney Spears,(You Drive Me) Crazy,1999
4861,Whitney Houston,My Love is Your Love,1999
4862,Enrique Iglesias,Bailamos,1999
4863,Britney Spears,Sometimes,1999
4864,The Goo Goo Dolls,Slide,1999
4865,Celine Dion,That's the Way it Is,1999
4866,Blondie,Maria,1999
4867,Smash Mouth,All Star,1999
4868,2Pac,Changes,1999
4869,Brandy,Have You Ever?,1999
4870,R Kelly,If I Could Turn Back the Hands of Time,1999
4871,Red Hot Chili Peppers,Scar Tissue,1999
4872,Lenny Kravitz,Fly Away,1999
4873,Mr Oizo,Flat Beat,1999
4874,Shania Twain,Man! I Feel Like a Woman!,1999
4875,The Backstreet Boys,Larger Than Life,1999
4876,Pearl Jam,Last Kiss,1999
4877,The Vengaboys,"Boom, Boom, Boom, Boom",1999
4878,Marc Anthony,I Need to Know,1999
4879,Jennifer Lopez,Waiting For Tonight,1999
4880,Sarah McLachlan,Angel,1999
4881,Ricky Martin,She's All I Ever Had,1999
4882,Phil Collins,You'll Be in My Heart,1999
4883,Whitney Houston,"It's Not Right, But It's OK",1999
4884,Ronan Keating,When You Say Nothing At All,1999
4885,Destiny's Child,"Bills, Bills, Bills",1999
4886,The Vengaboys,We Like to Party!,1999
4887,Cher,Strong Enough,1999
4888,Len,Steal My Sunshine,1999
4889,Madonna,Music,2000
4890,U2,Beautiful Day,2000
4891,Eminem,Stan,2000
4892,Britney Spears,Oops!... I Did it Again,2000
4893,N Sync,"Bye, Bye, Bye",2000
4894,Santana,Maria Maria,2000
4895,Madonna,American Pie,2000
4896,Eminem,The Real Slim Shady,2000
4897,Bon Jovi,It's My Life,2000
4898,The Backstreet Boys,Shape of My Heart,2000
4899,Destiny's Child,Independent Women Part 1,2000
4900,Macy Gray,I Try,2000
4901,Destiny's Child,Say My Name,2000
4902,Aaliyah,Try Again,2000
4903,Baha Men,Who Let the Dogs Out?,2000
4904,Christina Aguilera,What a Girl Wants,2000
4905,Modjo,Lady (Hear Me Tonight),2000
4906,Madonna,Don't Tell Me,2000
4907,Robbie Williams,Rock DJ,2000
4908,Anastacia,I'm Outta Love,2000
4909,Bomfunk MCs,Freestyler,2000
4910,Britney Spears,Lucky,2000
4911,Spiller & Sophie Ellis-Bextor,Groovejet (If This Ain't Love),2000
4912,Sonique,It Feels So Good,2000
4913,The Backstreet Boys,Show Me the Meaning of Being Lonely,2000
4914,Sisqo,Thong Song,2000
4915,N Sync,It's Gonna Be Me,2000
4916,Janet Jackson,Doesn't Really Matter,2000
4917,Melanie C & Lisa 'Left Eye' Lopes,Never Be the Same Again,2000
4918,Christina Aguilera,Come On Over Baby (All I Want is You),2000
4919,Toni Braxton,He Wasn't Man Enough,2000
4920,Daft Punk,One More Time,2000
4921,Samantha Mumba,Gotta Tell You,2000
4922,Eiffel 65,Move Your Body,2000
4923,The Corrs,Breathless,2000
4924,Faith Hill,Breathe,2000
4925,Matchbox Twenty,Bent,2000
4926,Oasis,Go Let it Out,2000
4927,All Saints,Pure Shores,2000
4928,Sting & Cheb Mami,Desert Rose,2000
4929,Ricky Martin,She Bangs,2000
4930,blink-182,All the Small Things,2000
4931,Britney Spears,Stronger,2000
4932,Darude,Sandstorm,2000
4933,Tom Jones & Mousse T,Sex Bomb,2000
4934,Craig David,Walking Away,2000
4935,Limp Bizkit,Take a Look Around,2000
4936,Craig David,Fill Me In,2000
4937,Craig David,7 Days,2000
4938,Kylie Minogue,Can't Get You Out of My Head,2001
4939,"Christina Aguilera, Lil' Kim, Mya & Pink",Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),2001
4940,Alicia Keys,Fallin',2001
4941,Shaggy & Ricardo 'RikRok' Ducent,It Wasn't Me,2001
4942,LeAnn Rimes,Can't Fight the Moonlight,2001
4943,Shaggy,Angel,2001
4944,OutKast,Ms Jackson,2001
4945,Enrique Iglesias,Hero,2001
4946,Jennifer Lopez,Love Don't Cost a Thing,2001
4947,Uncle Kracker,Follow Me,2001
4948,Destiny's Child,Survivor,2001
4949,Janet Jackson,All For You,2001
4950,Mary J Blige,Family Affair,2001
4951,Afroman,Because I Got High,2001
4952,Linkin Park,In the End,2001
4953,Lifehouse,Hanging by a Moment,2001
4954,Train,Drops of Jupiter (Tell Me),2001
4955,Enya,Only Time,2001
4956,Crazy Town,Butterfly,2001
4957,Dido,Thank You,2001
4958,Destiny's Child,Bootylicious,2001
4959,Eve & Gwen Stefani,Let Me Blow Ya Mind,2001
4960,Jennifer Lopez,I'm Real,2001
4961,Atomic Kitten,Whole Again,2001
4962,Nelly Furtado,I'm Like a Bird,2001
4963,Michael Jackson,You Rock My World,2001
4964,Jennifer Lopez,Ain't it Funny,2001
4965,Wheatus,Teenage Dirtbag,2001
4966,Geri Halliwell,It's Raining Men,2001
4967,Robbie Williams & Nicole Kidman,Somethin' Stupid,2001
4968,Ricky Martin & Christina Aguilera,Nobody Wants to Be Lonely,2001
4969,Usher,U Remind Me,2001
4970,Aerosmith,Jaded,2001
4971,Gorillaz,Clint Eastwood,2001
4972,Faith Hill,There You'll Be,2001
4973,Nelly Furtado,Turn Off the Light,2001
4974,S Club 7,Don't Stop Movin',2001
4975,U2,Stuck in a Moment You Can't Get Out Of,2001
4976,Alien Ant Farm,Smooth Criminal,2001
4977,Joe Thomas & Mystikal,Stutter,2001
4978,Nelly,Ride Wit Me,2001
4979,Missy 'Misdemeanor' Elliott,Get UR Freak On,2001
4980,U2,Walk On,2001
4981,REM,Imitation of Life,2001
4982,Britney Spears,I'm a Slave 4 U,2001
4983,The Backstreet Boys,Drowning,2001
4984,Westlife,Uptown Girl,2001
4985,Travis,Sing,2001
4986,Gorillaz,19-2000,2001
4987,Eminem,Lose Yourself,2002
4988,Eminem,Without Me,2002
4989,Shakira,"Whenever, Wherever",2002
4990,Nelly & Kelly Rowland,Dilemma,2002
4991,Nickelback,How You Remind Me,2002
4992,Las Ketchup,The Ketchup Song (Asereje),2002
4993,Avril Lavigne,Complicated,2002
4994,Pink,Get the Party Started,2002
4995,Elvis Presley & JXL,A Little Less Conversation,2002
4996,Vanessa Carlton,A Thousand Miles,2002
4997,Shakira,Underneath Your Clothes,2002
4998,Jennifer Lopez,Jenny From the Block,2002
4999,Nelly,Hot in Herre,2002
5000,Madonna,Die Another Day,2002
5001,Alanis Morissette,Hands Clean,2002
5002,Avril Lavigne,Sk8er Boi,2002
5003,Red Hot Chili Peppers,By the Way,2002
5004,Chad Kroeger,Hero,2002
5005,The Calling,Wherever You Will Go,2002
5006,Missy 'Misdemeanor' Elliott,Work It,2002
5007,Robbie Williams,Feel,2002
5008,Usher,U Got it Bad,2002
5009,Pink,Don't Let Me Get Me,2002
5010,Santana & Michelle Branch,The Game of Love,2002
5011,N Sync,Girlfriend,2002
5012,Ashanti,Foolish,2002
5013,No Doubt,Hey Baby,2002
5014,Justin Timberlake,Like I Love You,2002
5015,Christina Aguilera & Redman,Dirrty,2002
5016,Atomic Kitten,The Tide is High (Get the Feeling),2002
5017,DJ Sammy & Yanou,Heaven,2002
5018,Celine Dion,A New Day Has Come,2002
5019,Five for Fighting,Superman (It's Not Easy),2002
5020,"P Diddy, Usher & Loon",I Need a Girl (Part 1),2002
5021,Enya,May It Be,2002
5022,Pink,Just Like a Pill,2002
5023,Kelly Clarkson,A Moment Like This,2002
5024,Norah Jones,Don't Know Why,2002
5025,Oasis,The Hindu Times,2002
5026,U2,Electrical Storm,2002
5027,Fat Joe,What's Luv?,2002
5028,Sheryl Crow,Soak Up the Sun,2002
5029,Shania Twain,I'm Gonna Getcha Good!,2002
5030,Eminem,Cleanin' Out My Closet,2002
5031,Sophie Ellis-Bextor,Murder On the Dancefloor,2002
5032,Kylie Minogue,Love At First Sight,2002
5033,Scooter,The Logical Song,2002
5034,Eve & Alicia Keys,Gangsta Lovin',2002
5035,Shakira,Objection (Tango),2002
5036,OutKast,Hey Ya!,2003
5037,50 Cent,In Da Club,2003
5038,The Black Eyed Peas,Where is the Love?,2003
5039,Beyonce,Crazy in Love,2003
5040,t.A.T.u.,All the Things She Said,2003
5041,Evanescence,Bring Me to Life,2003
5042,The Black Eyed Peas,Shut Up,2003
5043,Christina Aguilera,Beautiful,2003
5044,Dido,White Flag,2003
5045,R Kelly,Ignition,2003
5046,Britney Spears & Madonna,Me Against the Music,2003
5047,Sean Paul,Get Busy,2003
5048,Coldplay,Clocks,2003
5049,Lumidee,Never Leave You (Uh Oooh Uh Oooh),2003
5050,Justin Timberlake,Rock Your Body,2003
5051,Beyonce,Baby Boy,2003
5052,Madonna,American Life,2003
5053,Rasmus,In the Shadows,2003
5054,Justin Timberlake,Cry Me a River,2003
5055,No Doubt,It's My Life,2003
5056,The White Stripes,7 Nation Army,2003
5057,Avril Lavigne,I'm With You,2003
5058,Jennifer Lopez & LL Cool J,All I Have,2003
5059,Linkin Park,Somewhere I Belong,2003
5060,"Nelly, P Diddy & Murphy Lee",Shake Ya Tailfeather,2003
5061,Jet,Are You Gonna Be My Girl?,2003
5062,Stacie Orrico,Stuck,2003
5063,Blu Cantrell,Breathe,2003
5064,Beyonce & Jay-Z,Ballad of Bonnie & Clyde,2003
5065,Nickelback,Someday,2003
5066,Linkin Park,Numb,2003
5067,Kylie Minogue,Slow,2003
5068,Busta Rhymes & Mariah Carey,I Know What You Want,2003
5069,Eminem,Sing For the Moment,2003
5070,Alicia Keys,You Don't Know My Name,2003
5071,Chingy,Right Thurr,2003
5072,Christina Aguilera,Fighter,2003
5073,The Darkness,I Believe in a Thing Called Love,2003
5074,50 Cent,21 Questions,2003
5075,Kelly Rowland,Stole,2003
5076,Ashanti,Rock Wit U (Awww Baby),2003
5077,50 Cent,PIMP,2003
5078,B2K & P Diddy,Bump Bump Bump,2003
5079,Jewel,Intuition,2003
5080,Fountains of Wayne,Stacy's Mom,2003
5081,Elvis Presley,Rubberneckin',2003
5082,Panjabi MC,Mundian to Bach Ke,2003
5083,Pink & William Orbit,Feel Good Time,2003
5084,Daniel Bedingfield,If You're Not the One,2003
5085,Usher,Yeah!,2004
5086,Britney Spears,Toxic,2004
5087,Eamon,F**k it (I Don't Want You Back),2004
5088,Destiny's Child,Lose My Breath,2004
5089,Eminem,Just Lose It,2004
5090,D12,My Band,2004
5091,O-Zone,Dragostea Din Tei,2004
5092,U2,Vertigo,2004
5093,Snoop Dogg & Pharrell Williams,Drop it Like It's Hot,2004
5094,Maroon 5,She Will Be Loved,2004
5095,Nelly,My Place,2004
5096,Usher & Alicia Keys,My Boo,2004
5097,Evanescence,My Immortal,2004
5098,Mario Winans,I Don't Wanna Know,2004
5099,Britney Spears,Everytime,2004
5100,Usher,Burn,2004
5101,Hoobastank,The Reason,2004
5102,Eric Prydz,Call On Me,2004
5103,Kelis,Milkshake,2004
5104,Maroon 5,This Love,2004
5105,Kevin Lyttle,Turn Me On,2004
5106,Natasha Bedingfield,These Words,2004
5107,Band Aid 20,Do They Know It's Christmas?,2004
5108,Green Day,American Idiot,2004
5109,Anastacia,Left Outside Alone,2004
5110,Jamelia,Superstar,2004
5111,Ciara & Petey Pablo,Goodies,2004
5112,Avril Lavigne,My Happy Ending,2004
5113,Avril Lavigne,Don't Tell Me,2004
5114,Gwen Stefani,What U Waitin' 4,2004
5115,Franz Ferdinand,Take Me Out,2004
5116,The Black Eyed Peas,Let's Get it Started,2004
5117,Three Doors Down,Here Without You,2004
5118,JoJo,Leave (Get Out),2004
5119,Limp Bizkit,Behind Blue Eyes,2004
5120,Baby Bash,Suga Suga,2004
5121,Ashlee Simpson,Pieces of Me,2004
5122,The Black Eyed Peas,Hey Mama,2004
5123,Nina Sky,Move Ya Body,2004
5124,OutKast,The Way You Move,2004
5125,OutKast,Roses,2004
5126,The Beastie Boys,Ch-Check it Out,2004
5127,Beyonce,Naughty Girl,2004
5128,Alicia Keys,If I Ain't Got You,2004
5129,Anastacia,Sick & Tired,2004
5130,Aventura,Obsession,2004
5131,Christina Milian,Dip it Low,2004
5132,Keane,Everybody's Changing,2004
5133,Michael Andrews & Gary Jules,Mad World,2004
5134,Madonna,Hung Up,2005
5135,The Pussycat Dolls,Don't Cha,2005
5136,James Blunt,You're Beautiful,2005
5137,Akon,Lonely,2005
5138,Mariah Carey,We Belong Together,2005
5139,Daniel Powter,Bad Day,2005
5140,Green Day,Boulevard of Broken Dreams,2005
5141,Mario,Let Me Love You,2005
5142,Kanye West & Jamie Foxx,Gold Digger,2005
5143,The Black Eyed Peas,Don't Phunk With My Heart,2005
5144,Gwen Stefani,Hollaback Girl,2005
5145,Crazy Frog,Axel F,2005
5146,50 Cent & Olivia,Candy Shop,2005
5147,Jennifer Lopez,Get Right,2005
5148,Coldplay,Speed of Sound,2005
5149,Rihanna,Pon De Replay,2005
5150,The Black Eyed Peas,My Humps,2005
5151,Jay-Z & Linkin Park,Numb/Encore,2005
5152,Gorillaz,Feel Good Inc,2005
5153,The Sugababes,Push the Button,2005
5154,The Pussycat Dolls,Stickwitu,2005
5155,The Backstreet Boys,Incomplete,2005
5156,Will Smith,Switch,2005
5157,Nelly & Tim McGraw,Over & Over,2005
5158,Kelly Clarkson,Since U Been Gone,2005
5159,"Bob Sinclar, Goleo VI & Gary 'Nesta' Pine",Love Generation,2005
5160,Snoop Dogg & Charlie Wilson & Justin Timberlake,Signs,2005
5161,Ciara & Missy 'Misdemeanor' Elliot,1-2 Step,2005
5162,Juanes,La Camisa Negra,2005
5163,Mariah Carey,It's Like That,2005
5164,Natasha Bedingfield,Unwritten,2005
5165,Shakira,La Tortura,2005
5166,Gwen Stefani,Rich Girl,2005
5167,Sean Paul,We Be Burnin',2005
5168,The Black Eyed Peas,Don't Lie,2005
5169,Amerie,1 Thing,2005
5170,Green Day,Wake Me Up When September Ends,2005
5171,Robbie Williams,Trippin',2005
5172,Rob Thomas,Lonely No More,2005
5173,Missy 'Misdemeanor' Elliott,Lose Control,2005
5174,The Chemical Brothers,Galvanize,2005
5175,Depeche Mode,Precious,2005
5176,Nickelback,Photograph,2005
5177,Green Day,Holiday,2005
5178,U2,Sometimes You Can't Make it On Your Own,2005
5179,Bon Jovi,Have a Nice Day,2005
5180,Eminem,Like Toy Soldiers,2005
5181,The Killers,Mr Brightside,2005
5182,The Game & 50 Cent,Hate it Or Love It,2005
5183,Shakira & Wyclef Jean,Hips don't lie,2006
5184,Justin Timberlake,Sexyback,2006
5185,Gnarls Barkley,Crazy,2006
5186,Beyonce,Irreplaceable,2006
5187,Nelly Furtado & Timbaland,Promiscuous,2006
5188,The Scissor Sisters,I Don't Feel Like Dancin',2006
5189,Akon,Smack That,2006
5190,Rihanna,SOS (Rescue Me),2006
5191,Christina Aguilera,Ain't No Other Man,2006
5192,Red Hot Chili Peppers,Dani California,2006
5193,Justin Timberlake,My Love,2006
5194,Kelly Clarkson,Because of You,2006
5195,Fergie,London Bridge,2006
5196,Sean Paul,Temperature,2006
5197,Chris Brown & Juelz Santana,Run It,2006
5198,U2 & Green Day,The Saints are Coming,2006
5199,Christina Aguilera,Hurt,2006
5200,Ne-Yo,So Sick,2006
5201,Beyonce,Check On It,2006
5202,Nelly Furtado,All Good Things (Come to an End),2006
5203,The Pussycat Dolls,Buttons,2006
5204,Madonna,Sorry,2006
5205,Beyonce & Jay-Z,Deja Vu,2006
5206,Take That,Patience,2006
5207,Pink,Stupid Girls,2006
5208,My Chemical Romance,Welcome to the Black Parade,2006
5209,Evanescence,Call me when you're sober,2006
5210,Gwen Stefani,Wind It Up,2006
5211,Pink,U & Ur Hand,2006
5212,Rihanna,Unfaithful,2006
5213,Cascada,Everytime We Touch,2006
5214,Nelly Furtado,Maneater,2006
5215,The Pussycat Dolls & will.i.am,Beep,2006
5216,Sandi Thom,I Wish I Was A Punk Rocker (With Flowers In My Hair),2006
5217,Mary J Blige,Be Without You,2006
5218,Eminem,When I'm Gone,2006
5219,Mariah Carey,Don't Forget About Us,2006
5220,The Fray,Over My Head (Cable Car),2006
5221,Snow Patrol,Chasing Cars,2006
5222,Panic! At the Disco,I Write Sins Not Tragedies,2006
5223,Red Hot Chili Peppers,"Snow, Hey Oh",2006
5224,The Black Eyed Peas,Pump It,2006
5225,James Morrison,You Give Me Something,2006
5226,Pink,Who knew,2006
5227,Mary J Blige & U2,One,2006
5228,Kelly Clarkson,Breakaway,2006
5229,Paris Hilton,Stars Are Blind,2006
5230,Cassie,Me & U,2006
5231,JoJo,Too Little Too Late,2006
5232,Rihanna & Jay-Z,Umbrella,2007
5233,Fergie,Big Girls Don't Cry,2007
5234,Timbaland & OneRepublic,Apologize,2007
5235,Sean Kingston,Beautiful Girls,2007
5236,Avril Lavigne,Girlfriend,2007
5237,Beyonce & Shakira,Beautiful Liar,2007
5238,Alicia Keys,No One,2007
5239,Rihanna,Don't Stop the Music,2007
5240,Nelly Furtado,Say It Right,2007
5241,Kanye West,Stronger,2007
5242,Timbaland & Keri Hilson,The Way I Are,2007
5243,Plain White T's,Hey There Delilah,2007
5244,Gwen Stefani & Akon,The Sweet Escape,2007
5245,Amy Winehouse,Rehab,2007
5246,Akon,Don't Matter,2007
5247,Mika,Grace Kelly,2007
5248,The Fray,How to Save a Life,2007
5249,Justin Timberlake,What Goes Around Comes Around,2007
5250,Timbaland & Nelly Furtado & Justin Timberlake,Give it to Me,2007
5251,Colbie Caillat,Bubbly,2007
5252,Maroon 5,Makes Me Wonder,2007
5253,Britney Spears,Gimme More,2007
5254,Linkin Park,What I've Done,2007
5255,Ne-Yo,Because of You,2007
5256,50 Cent & Justin Timberlake,Ayo Technology,2007
5257,James Blunt,1973,2007
5258,Akon & Snoop Dogg,I Wanna Love You,2007
5259,Chris Brown & T-Pain,Kiss Kiss,2007
5260,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",2007
5261,Rihanna,Hate That I Love You,2007
5262,Fergie & will.i.am,Fergalicious,2007
5263,Gym Class Heroes,Cupid's chokehold (Breakfast in America),2007
5264,Kylie Minogue,2 Hearts,2007
5265,Wyclef Jean & Akon & Lil' Wayne,Sweetest Girl (dollar Bill),2007
5266,Avril Lavigne,When You're Gone,2007
5267,The Kaiser Chiefs,Ruby,2007
5268,Beyonce,Listen,2007
5269,Jeff Buckley,Hallelujah,2007
5270,Fergie & Ludacris,Glamorous,2007
5271,Rihanna,Shut Up & Drive,2007
5272,Christina Aguilera,Candyman,2007
5273,U2,Window In The Skies,2007
5274,Justin Timberlake,Lovestoned,2007
5275,Soulja Boy,Crank That (soulja Boy),2007
5276,The Foo Fighters,Pretender,2007
5277,Michael Buble,Everything,2007
5278,Nickelback,Rockstar,2007
5279,Daughtry,It's Not Over,2007
5280,Mims,This Is Why I'm Hot,2007
5281,Leona Lewis,Bleeding Love,2008
5282,Katy Perry,I Kissed A Girl,2008
5283,Flo-Rida & T-Pain,Low,2008
5284,Pink,So What,2008
5285,Lady GaGa & Colby O'Donis,Just Dance,2008
5286,Madonna & Justin Timberlake,Four Minutes,2008
5287,Katy Perry,Hot 'n' cold,2008
5288,Jason Mraz,I am Yours,2008
5289,Kid Rock,All summer long,2008
5290,Coldplay,Viva La Vida,2008
5291,Rihanna,Disturbia,2008
5292,Rihanna,Take a Bow,2008
5293,Beyonce,If I Were a Boy,2008
5294,Duffy,Mercy,2008
5295,Britney Spears,Womanizer,2008
5296,Jordin Sparks & Chris Brown,No Air,2008
5297,Usher & Young Jeezy,Love In This Club,2008
5298,Sara Bareilles,Love Song,2008
5299,Estelle & Kanye West,American Boy,2008
5300,Chris Brown,Forever,2008
5301,Chris Brown,With You,2008
5302,Kings of Leon,Sex on Fire,2008
5303,T.I. & Rihanna,Live Your Life,2008
5304,Britney Spears,Piece Of Me,2008
5305,Ne-Yo,Closer,2008
5306,Lil' Wayne,Lollipop,2008
5307,Mariah Carey,Touch My Body,2008
5308,Metro Station,Shake It,2008
5309,Gabriella Cilmi,Sweet About Me,2008
5310,The Pussycat Dolls,I Hate This Part,2008
5311,Leona Lewis,Better in Time,2008
5312,Kanye West,Love Lockdown,2008
5313,T.I.,Whatever You Like,2008
5314,Amy Macdonald,This is the Life,2008
5315,The Killers,Human,2008
5316,MIA,Paper Planes,2008
5317,Akon,"Right Now (Na, Na, Na)",2008
5318,The Pussycat Dolls,When I Grow Up,2008
5319,Leona Lewis,Run,2008
5320,Jordin Sparks,Tattoo,2008
5321,The Ting Tings,That's Not My Name,2008
5322,Pink,Sober,2008
5323,Fergie,Clumsy,2008
5324,OneRepublic,Stop & Stare,2008
5325,Madonna,Give It 2 Me,2008
5326,Ne-Yo,Miss Independent,2008
5327,Sean Kingston,Take You There,2008
5328,Adele,Chasing Pavements,2008
